0.0, rgb
1.503662109375, force
2.109130859375, pose
5.42724609375, force
5.56005859375, pose
10.958984375, force
15.814208984375, pose
17.64013671875, force
25.40087890625, rgb
26.904296875, force
31.035400390625, force
36.085693359375, pose
37.81640625, force
44.304443359375, force
44.931640625, pose
51.031005859375, force
54.132568359375, rgb
57.627197265625, force
64.288818359375, force
66.273193359375, pose
67.033203125, pose
70.05078125, pose
71.19921875, force
73.66845703125, pose
75.002197265625, pose
77.973876953125, force
78.53857421875, pose
84.28955078125, rgb
85.03076171875, force
85.682861328125, pose
89.004150390625, pose
90.975830078125, force
92.922119140625, pose
96.862060546875, pose
97.69677734375, force
98.879638671875, pose
104.639892578125, force
109.026123046875, pose
110.967041015625, pose
111.215087890625, force
112.04150390625, pose
117.70458984375, force
119.258544921875, pose
120.6904296875, pose
121.70947265625, pose
124.54931640625, force
125.896240234375, pose
129.116943359375, pose
130.013671875, pose
133.462158203125, rgb
134.521484375, force
134.9970703125, pose
137.862060546875, force
138.860107421875, pose
144.408203125, force
145.690185546875, pose
148.341552734375, rgb
148.914794921875, pose
150.632080078125, pose
150.892333984375, force
151.403564453125, pose
152.08251953125, pose
154.81298828125, pose
156.548583984375, pose
157.652587890625, force
159.97021484375, pose
162.012451171875, pose
162.640625, pose
164.368896484375, force
165.019775390625, pose
165.649169921875, pose
166.501953125, pose
169.836669921875, pose
171.08154296875, force
171.874755859375, pose
173.47607421875, pose
177.80615234375, force
179.637939453125, pose
183.86376953125, pose
184.1962890625, pose
184.314453125, force
190.9931640625, rgb
191.76318359375, force
193.297607421875, pose
196.0458984375, pose
196.75146484375, pose
197.524169921875, force
200.68017578125, pose
202.48876953125, pose
204.38671875, force
204.893310546875, pose
205.660888671875, pose
206.584716796875, pose
211.22314453125, force
215.3427734375, pose
217.109375, pose
217.739501953125, force
220.358154296875, rgb
222.78369140625, pose
224.223388671875, force
229.24853515625, pose
230.9609375, force
235.842529296875, pose
237.772705078125, force
239.125, pose
244.281982421875, pose
244.5966796875, force
245.607666015625, pose
248.0673828125, pose
251.04443359375, force
255.1787109375, pose
256.18408203125, pose
260.032470703125, rgb
262.0791015625, force
264.461181640625, force
266.1923828125, pose
267.27783203125, pose
268.564453125, pose
271.0771484375, force
271.198974609375, pose
271.856689453125, pose
277.71484375, force
278.91943359375, pose
279.622314453125, pose
282.010498046875, pose
283.703369140625, pose
284.559326171875, force
285.95166015625, pose
289.208984375, rgb
290.201416015625, pose
290.24658203125, pose
290.47900390625, pose
290.994384765625, force
297.604736328125, force
298.807861328125, pose
299.6591796875, pose
301.79931640625, pose
302.8095703125, pose
303.603515625, pose
304.487060546875, force
305.387451171875, pose
306.6533203125, pose
311.02490234375, force
317.6552734375, pose
317.757568359375, force
318.312255859375, pose
319.642333984375, pose
322.681640625, pose
324.290283203125, force
330.869384765625, rgb
332.369873046875, force
332.580322265625, pose
332.78369140625, pose
337.82470703125, force
344.422119140625, force
351.152587890625, force
358.900146484375, rgb
360.041259765625, pose
360.136962890625, force
362.748291015625, pose
364.336669921875, force
367.4296875, pose
368.87353515625, pose
371.04541015625, force
377.865234375, force
382.0693359375, pose
383.960205078125, pose
384.397705078125, force
386.63232421875, pose
389.7041015625, pose
391.026123046875, force
393.5703125, rgb
397.634033203125, force
400.248046875, pose
403.159912109375, pose
404.162841796875, force
405.5537109375, pose
407.706787109375, pose
410.2705078125, rgb
411.004150390625, force
411.11376953125, pose
412.4609375, pose
415.35986328125, pose
417.724609375, force
418.693359375, pose
419.941650390625, pose
421.647216796875, pose
423.7353515625, pose
424.290771484375, force
426.809814453125, pose
428.175537109375, pose
430.9853515625, force
437.83984375, force
440.377685546875, pose
444.474609375, force
451.039306640625, force
455.1416015625, pose
458.326416015625, rgb
459.06298828125, force
464.499267578125, force
468.417724609375, pose
469.39013671875, pose
471.1630859375, force
471.416748046875, pose
472.877197265625, pose
474.022705078125, pose
477.98876953125, force
481.73583984375, pose
482.595947265625, pose
484.28466796875, pose
484.53466796875, force
486.480712890625, pose
490.137939453125, rgb
491.466796875, force
491.6025390625, pose
497.83056640625, force
499.86279296875, pose
502.111572265625, pose
504.283203125, force
505.7412109375, pose
510.65478515625, pose
510.975830078125, force
512.993408203125, pose
514.161865234375, rgb
517.590087890625, force
523.557861328125, pose
524.322998046875, force
530.8720703125, force
533.079345703125, pose
537.470458984375, force
538.521240234375, pose
543.20947265625, rgb
544.456298828125, force
549.026611328125, pose
550.941162109375, force
551.573486328125, pose
555.773193359375, pose
557.585205078125, force
564.20751953125, force
565.22216796875, pose
567.928466796875, pose
570.802978515625, force
571.1513671875, pose
573.623291015625, pose
574.641845703125, pose
578.2392578125, rgb
578.750732421875, force
579.15673828125, pose
584.220947265625, force
585.908447265625, pose
590.876953125, force
595.9794921875, pose
597.543212890625, force
598.834716796875, pose
602.360107421875, pose
604.198486328125, force
610.062255859375, rgb
610.890380859375, force
616.022705078125, pose
617.61474609375, force
618.5703125, pose
622.343505859375, pose
624.2900390625, force
625.96484375, pose
629.757568359375, pose
630.742431640625, pose
631.009765625, force
636.74755859375, pose
637.509765625, force
639.1201171875, pose
640.346923828125, pose
644.271484375, force
648.12060546875, pose
649.58056640625, rgb
650.150390625, pose
650.99169921875, force
657.656005859375, force
663.028564453125, pose
664.47216796875, force
